ID,open.mn,open.var,cornus.mn,cornus.var,roads.mn,roads.var,pines.mn,pines.var,decid.mn,decid.var
519-648,0.119610682110682,0.0528814767800754,0.0875160875160875,0.0799599304753944,0.105534105534106,0.0945183032811899,0.228442728442728,0.0675819628884223,0.656129343629344,0.0887576871790789
519-701,0.0222602739726027,0.0124372233127297,0.0213089802130898,0.0208866985930133,0.114155251141553,0.101277981957902,0.149353120243531,0.0532479612440602,0.828386605783866,0.0590257657044678
519-711,0.0989785992217899,0.0453972473999055,0.0474708171206226,0.0452525546383505,0.118287937743191,0.104377128865292,0.186089494163424,0.0662247661278592,0.717704280155642,0.0825572255657781
519-712,0.0947916666666667,0.0454971541536323,0.075,0.0694473409801877,0.102083333333333,0.0917579075425791,0.232161458333333,0.0714521793263382,0.674283854166667,0.0803737371217305
519-719,0.0971153846153846,0.0435304891187244,0.142657342657343,0.122477522477522,0.116083916083916,0.102752149810973,0.278146853146853,0.0710181821854616,0.633566433566434,0.0968168320649938
519-805,0.0655513468013468,0.0278218814231409,0.0505050505050505,0.0480351576472993,0.0808080808080808,0.0744033931217742,0.279461279461279,0.0741463787680061,0.65625,0.0806709791315346
559-572,0.3125,0.0809659090909091,0.869565217391304,0.118577075098814,0,0,0.0108695652173913,0.00271739130434783,0.676630434782609,0.0765810276679842
559-598,0.0759765625,0.0372271977248237,0.11875,0.104976489028213,0,0,0.130078125,0.0509145706798589,0.7939453125,0.0683140291315635
559-600,0.072,0.0349299799465241,0.101333333333333,0.0913083778966132,0,0,0.142666666666667,0.0490060717468806,0.785333333333333,0.0633371212121212
559-643,0.153153153153153,0.0561983979713777,0.0302445302445302,0.0293486845322003,0.0437580437580438,0.0418702208785918,0.133445945945946,0.0479103489758271,0.714728120978121,0.0770234651520369
559-645,0.152180685358255,0.0563056375319489,0.0361370716510903,0.0348528989053845,0.0429906542056075,0.0411681077679633,0.133177570093458,0.0483910423270096,0.716121495327103,0.0777801862895332
559-646,0.161384788189987,0.0564210620227875,0.0577663671373556,0.0544643718417714,0.0462130937098845,0.0441057528920285,0.101171373555841,0.0382835900727428,0.738526957637997,0.0734121591957477
559-647,0.165939059158945,0.0569750581594566,0.059871703492516,0.0563272303185654,0.0477548111190306,0.0455067244329707,0.12731646471846,0.0476386208913445,0.708570919458304,0.0747412604803951
559-648,0.151287342767296,0.0520873707523356,0.0644654088050314,0.0603570703996754,0.0542452830188679,0.0513430963585351,0.112716194968553,0.0424520086910965,0.73717570754717,0.0667518371198766
559-701,0.0187074829931973,0.0125971193271829,0.108843537414966,0.0976609822010996,0,0,0.181547619047619,0.0670662100456621,0.799744897959184,0.0728242067374895
559-711,0.116144136807818,0.0430133459976521,0.0222584147665581,0.0217747990193216,0.0760043431053203,0.0702658294216486,0.123880293159609,0.045938027894971,0.760518458197611,0.0678805431137541
559-712,0.161578146143437,0.0563927049587816,0.0595399188092016,0.0560328281278201,0.0446549391069012,0.0426897589837133,0.122801082543978,0.0470711601342369,0.717904262516915,0.0743039876121504
559-719,0.158179012345679,0.0516133153334554,0.0683127572016461,0.0636985511962631,0.0502057613168724,0.0477244222073071,0.109053497942387,0.0417746902987098,0.734465020576132,0.0768538115843282
559-805,0.150467289719626,0.0483671224089244,0.0532710280373832,0.0504804035564726,0.0654205607476635,0.0611979052831277,0.106366822429907,0.0411741999739909,0.743516355140187,0.0639816893954958
572-598,0.091875,0.0405875052257525,0.09,0.0821739130434783,0,0,0.14625,0.0518828386287625,0.761875,0.0655070286371238
572-600,0.0930516759776536,0.0387063999831776,0.0726256983240224,0.0675398651080544,0,0,0.147171787709497,0.0502445173250865,0.759776536312849,0.0614850339577172
572-643,0.147135416666667,0.052985884907709,0.0234375,0.0229030944625407,0.0462239583333333,0.0441160253800217,0.136759440104167,0.0500626637544746,0.717610677083333,0.0761133183614957
572-645,0.14413988657845,0.0525968637737576,0.0302457466918715,0.0293494351568664,0.0447385003150599,0.042763913289805,0.134254883427851,0.0494517497791005,0.723062381852552,0.0755566152737683
572-646,0.165767973856209,0.0560441286008626,0.0549019607843137,0.0519216712191744,0.0418300653594771,0.0401065244061435,0.111846405228758,0.0428339414030273,0.723733660130719,0.0779685760081774
572-647,0.160675578034682,0.0563512876605478,0.0484104046242775,0.0461001467029453,0.0520231213872832,0.0493523754592304,0.117052023121387,0.0442076173205606,0.724485187861272,0.0734938372714036
572-648,0.156524780175859,0.0516772681854516,0.0751398880895284,0.0695494804156675,0.0519584332533973,0.0492981614708233,0.108263389288569,0.0421040367705835,0.736510791366906,0.0677241456834532
572-701,0.0256622516556291,0.0140766418322296,0.23841059602649,0.182781456953642,0,0,0.222682119205298,0.0819050082781457,0.751655629139073,0.0844764072847682
572-711,0.11263698630137,0.0418456843494653,0.0219178082191781,0.0214491708723864,0.0756164383561644,0.0699369142033165,0.119897260273973,0.0457288991152968,0.768321917808219,0.0679613923373288
572-712,0.156121575342466,0.0547597718782568,0.0438356164383562,0.041942783103458,0.0452054794520548,0.0431915273174533,0.112885273972603,0.0438874671236398,0.733304794520548,0.0734873573450571
572-719,0.158799411269975,0.0498976472302928,0.0597140454163162,0.056195541056769,0.0555088309503785,0.0524717316138679,0.122792262405383,0.0466925649737493,0.719880151387721,0.0765232442521656
572-805,0.159828244274809,0.0491380315988247,0.058206106870229,0.0548705133533104,0.0639312977099237,0.0599012445591548,0.0971493320610687,0.0387375380893338,0.743618797709924,0.0654178433234815
598-600,0,0,0.305084745762712,0.215663354763296,0,0,0.150423728813559,0.0573974466686148,0.849576271186441,0.0573974466686148
598-643,0.194007263922518,0.0639879373462235,0.026634382566586,0.0259459332595337,0.0581113801452785,0.0547786596361389,0.121569814366425,0.0467117703643435,0.686037126715093,0.0760182793151624
598-645,0.188032120743034,0.0634709840565369,0.0340557275541796,0.0329214159470303,0.054953560371517,0.051973894046183,0.120597910216718,0.046126399585095,0.693208204334365,0.0765613590186166
598-646,0.178709349593496,0.0615041048352154,0.0601626016260163,0.0565890703658867,0.0536585365853659,0.0508206156105499,0.113262195121951,0.0442166429553077,0.709247967479675,0.0758526683237744
598-647,0.181422018348624,0.0589979760069418,0.0486238532110092,0.0463020530576828,0.063302752293578,0.0593499633532995,0.116399082568807,0.0465857359036571,0.703383027522936,0.0782347854325153
598-648,0.164339770354906,0.049958569649686,0.0521920668058455,0.0495197457259224,0.0793319415448852,0.0731147047466967,0.124804279749478,0.0473198741404943,0.712291231732777,0.0686604840609682
598-701,0.0307835820895522,0.0168180877098299,0.0522388059701493,0.049633379238471,0,0,0.118625621890547,0.0461621182196871,0.850590796019901,0.0556585497155742
598-711,0.0999018966644866,0.036024000513416,0.0405493786788751,0.038930588037899,0.214519293655984,0.168611041675941,0.125735775016351,0.04560646089863,0.775138979725311,0.0647998620528851
598-712,0.187553740326741,0.060688061868528,0.056749785038693,0.0535753134143255,0.058469475494411,0.0550981718299312,0.11097377472055,0.0447854805939148,0.702977214101462,0.0783827755130583
598-719,0.176396648044693,0.0526459079305863,0.0614525139664804,0.0577406171497132,0.0726256983240224,0.0674265431867322,0.127094972067039,0.0505671246391211,0.698603351955307,0.0785040594965818
598-805,0.161848262032086,0.0466396767439634,0.0414438502673797,0.0397794386100552,0.0802139037433155,0.0738784013057578,0.10970922459893,0.045035499339157,0.728609625668449,0.065106180067865
600-643,0.200972104818259,0.0648531151264459,0.0160608622147084,0.0158162805566164,0.0600169061707523,0.0564626054669007,0.113060016906171,0.0440422252443314,0.687552831783601,0.0752267051167627
600-645,0.192152103559871,0.0633323383842354,0.0242718446601942,0.0237018985102787,0.0566343042071197,0.0534701204093131,0.113420307443366,0.0438909792714844,0.695843446601942,0.0754458922728077
600-646,0.190544871794872,0.0628749969155096,0.047008547008547,0.0448370657951496,0.0564102564102564,0.0532736724353491,0.107211538461538,0.0413154374629861,0.703739316239316,0.0758227249713028
600-647,0.197078079534433,0.06138420287825,0.0358874878758487,0.0346331679112559,0.0649854510184287,0.0608213347395779,0.103237148399612,0.0420054390943847,0.701321532492726,0.0793218258854162
600-648,0.165030420353982,0.0511669356737987,0.0464601769911504,0.0443506894422721,0.0707964601769911,0.0658571722576662,0.119745575221239,0.044926679382393,0.71702157079646,0.0671689361344069
600-701,0.0737811203319502,0.0382771624910499,0.0829875518672199,0.0762588314455534,0,0,0.144061203319502,0.0518789635020833,0.782157676348548,0.0688539366249429
600-711,0.106882213170401,0.0380520212730877,0.031907671418873,0.0309105566870333,0.221317040054311,0.17245288379232,0.128097420230821,0.0455305871400794,0.765911405295316,0.0658848812421135
600-712,0.199007220216606,0.0624168658014799,0.0469314079422383,0.0447692563568235,0.0649819494584837,0.0608141821490417,0.106498194945848,0.0427990293553658,0.696074007220217,0.0778044123138283
600-719,0.188321385902031,0.0534766346258282,0.045400238948626,0.0433908982296079,0.0764635603345281,0.0707013542327634,0.119847670250896,0.0480773018276997,0.694369772998805,0.0807971726139436
600-805,0.172852983988355,0.0473947094043481,0.0218340611353712,0.0213884680509758,0.0946142649199418,0.0857872781052533,0.106259097525473,0.0432092177560357,0.721160844250364,0.0639277047765457
643-645,0.0671296296296296,0.0371243885394829,0.259259259259259,0.195667365478686,0,0,0.068287037037037,0.024803732092942,0.864583333333333,0.0525869693396226
643-646,0.149709302325581,0.0837313122923588,0.348837209302326,0.232558139534884,0,0,0.155523255813953,0.0651733803986711,0.694767441860465,0.101229408914729
643-647,0.13597972972973,0.0575423159128516,0.128378378378378,0.112658576944291,0,0,0.0663006756756757,0.0208985093192682,0.797719594594595,0.0602870687971134
643-648,0.166595563139932,0.0714525610418907,0.112627986348123,0.100285193323671,0,0,0.064419795221843,0.0186044995383141,0.768984641638225,0.0685194492496143
643-701,0.139473684210526,0.0521108984706189,0.0204334365325077,0.0200283126359524,0.0885448916408669,0.0807546967133557,0.13328173374613,0.051003047900338,0.728134674922601,0.0757709336791848
643-711,0.190208333333333,0.0735843000975474,0.09,0.0821739130434783,0,0,0.081875,0.0297890102424749,0.727916666666667,0.072122526477146
643-712,0.131172839506173,0.0614848572530864,0.185185185185185,0.152777777777778,0,0,0.099537037037037,0.0261501736111111,0.76929012345679,0.0611955054012346
643-719,0.204821428571429,0.0799395274764634,0.0828571428571429,0.0762095783872288,0,0,0.0421428571428571,0.0160376586164552,0.753035714285714,0.0786642000102333
643-805,0.257560483870968,0.084238809465624,0.102822580645161,0.0924364613880743,0,0,0.110131048387097,0.0439388211754643,0.638860887096774,0.105473523032747
645-646,0.209459459459459,0.101715799703813,0.189189189189189,0.155497963717142,0,0,0.0413851351351351,0.0174739968992966,0.749155405405405,0.101615287162162
645-647,0.0917682926829268,0.0437163737446198,0.146341463414634,0.125538020086083,0,0,0.0591463414634146,0.0178540471066475,0.849085365853659,0.0506616899808704
645-648,0.149164244186047,0.0681438876682317,0.104651162790698,0.0939724727100142,0,0,0.0592296511627907,0.0203974369025019,0.791606104651163,0.0708199165515459
645-701,0.142369447779112,0.053599678891827,0.0294117647058824,0.0285638579756227,0.0894357743097239,0.0814859277044151,0.141506602641056,0.0540441852416642,0.717136854741897,0.0783675632415128
645-711,0.142679282868526,0.0622643177290837,0.0677290836653386,0.063394422310757,0,0,0.11703187250996,0.0391862549800797,0.740288844621514,0.0679209412350598
645-712,0.0749045801526718,0.0391478273634762,0.137404580152672,0.119436288901938,0,0,0.0438931297709924,0.0145850154139753,0.881202290076336,0.0471066683793306
645-719,0.149875621890547,0.0676854583069689,0.104477611940299,0.0937953623404176,0,0,0.0478855721393035,0.0171448322601457,0.802238805970149,0.0704407358469498
645-805,0.220568181818182,0.0806653755795662,0.121818181818182,0.107173373075012,0,0,0.09875,0.0408980817395264,0.686590909090909,0.108363812303361
646-647,0.203821656050955,0.0798350609382656,0.101910828025478,0.0921117099461048,0,0,0.0955414012738854,0.0315785511595623,0.700636942675159,0.0722171397803364
646-648,0.215401785714286,0.0791218137960829,0.0892857142857143,0.081605222734255,0,0,0.0667410714285714,0.0279697400633641,0.717857142857143,0.0782362071172555
646-701,0.160953047263682,0.0552876451182753,0.00932835820895522,0.00924709062032711,0.042910447761194,0.0410946976381317,0.116837686567164,0.0452915336877374,0.722908893034826,0.0734600575002051
646-711,0.180490654205607,0.0662837233498832,0.0498442367601246,0.0475077881619938,0,0,0.0794392523364486,0.0265065986419393,0.740070093457944,0.0640246239778037
646-712,0.199486301369863,0.0617032914764079,0.219178082191781,0.17351598173516,0,0,0.0779109589041096,0.0255838565449011,0.722602739726027,0.0557710830479452
646-719,0.16381195335277,0.0728107737455885,0.0408163265306122,0.0392648287385129,0,0,0.0799927113702624,0.0292755299174808,0.756195335276968,0.0758021488670656
646-805,0.215534979423868,0.0858747905264944,0.0925925925925926,0.084192439862543,0,0,0.112397119341564,0.0412229275380765,0.675411522633745,0.0930881034958211
647-648,0.271566901408451,0.097132412159125,0.140845070422535,0.121865947457796,0,0,0.0242077464788732,0.00846900440765158,0.704225352112676,0.0923601226151234
647-701,0.141743353783231,0.0491657725939286,0.00954328561690525,0.00945865893680991,0.0572597137014315,0.0540178608793177,0.12623551465576,0.0477501138333468,0.73338445807771,0.0739318271934817
647-711,0.225801991150442,0.0774428836545631,0.0619469026548673,0.0582383297686557,0,0,0.0973451327433628,0.0401322098875655,0.676852876106195,0.0735161684396032
647-712,0.170230263157895,0.0663123629385965,0.210526315789474,0.168421052631579,0,0,0.0328947368421053,0.00973684210526316,0.796875,0.0647005208333333
647-719,0.1484375,0.0751585073806533,0.08,0.0739698492462312,0,0,0.0478125,0.0180581619032663,0.80375,0.0789510050251256
647-805,0.216304347826087,0.0878420437310415,0.165217391304348,0.138321536905966,0,0,0.120289855072464,0.0485787674839906,0.670471014492754,0.130727520959724
648-701,0.146535580524345,0.0502234179609633,0.0157303370786517,0.0154944999410407,0.0449438202247191,0.0429560500648552,0.13998127340824,0.0520968887045241,0.715589887640449,0.0722753967117565
648-711,0.242878401360544,0.084109918323164,0.0714285714285714,0.0664395229982964,0,0,0.0866284013605442,0.0342536576758046,0.670493197278912,0.0762115536163358
648-712,0.186623831775701,0.0793529552509763,0.107476635514019,0.096375762362336,0,0,0.0601635514018692,0.0207178135009434,0.75321261682243,0.0775094369762187
648-719,0.1484375,0.0681423611111111,0.203125,0.164434523809524,0,0,0.083984375,0.0311531187996032,0.767578125,0.0739668588789683
648-805,0.210227272727273,0.0820380791083916,0.258373205741627,0.192537725432462,0,0,0.168062200956938,0.0534251932278248,0.627093301435407,0.0926000140895289
701-711,0.0931048173636845,0.0327480483295349,0.0275277924827951,0.0267841921561942,0.0635256749602965,0.0595216732016761,0.151667548967708,0.0562104725745507,0.75671651667549,0.0667935330745126
701-712,0.140625,0.0499582470354126,0.00909090909090909,0.00901411778604761,0.0714285714285714,0.0663696277731365,0.119845779220779,0.0476580942966634,0.740827922077922,0.0737919148143929
701-719,0.141189167974882,0.045624635436385,0.010989010989011,0.0108767901383769,0.043956043956044,0.0420569218683908,0.149332810047096,0.0549173176657816,0.71006671899529,0.0670963918530129
701-805,0.134868421052632,0.0440485524043269,0.0207075064710958,0.0202962174824643,0.0483175150992235,0.0460226417568597,0.124245038826575,0.0463347058799424,0.741749352890423,0.066449436042327
711-712,0.126476377952756,0.0547367125984252,0.0866141732283465,0.0793203481143804,0,0,0.0921916010498688,0.0317127171397983,0.781332020997375,0.0630679414456417
711-719,0.195943322981366,0.0847543673114912,0.0403726708074534,0.0388029713203829,0,0,0.0848214285714286,0.0311762316707398,0.719235248447205,0.0826385180557702
711-805,0.193037974683544,0.0767377488729525,0.0341772151898734,0.0330509698223998,0,0,0.109018987341772,0.0397078450129149,0.700791139240506,0.0866517814169514
712-719,0.16015625,0.0748232457910517,0.0992647058823529,0.0897411547644888,0,0,0.0422794117647059,0.0150993054048188,0.797564338235294,0.0763299543324018
712-805,0.200451807228916,0.0829764711017985,0.168674698795181,0.140562248995984,0,0,0.103463855421687,0.0415319793667423,0.701355421686747,0.11918407324952
719-805,0.255102040816327,0.0905666847218339,0.272108843537415,0.199422234647284,0,0,0.20280612244898,0.0627457104417109,0.55187074829932,0.127320962631628
